term_str,n,n_chars,p,i,max_pos,max_pos_group,n_pos_group,cat_pos_group,n_pos,cat_pos,stop,stem_porter,stem_snowball,stem_lancaster
cogwheel,2,8,1.1681431022025922e-06,19.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,cogwheel,cogwheel,cogwheel
cohabitants,1,11,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,cohabit,cohabit,cohabit
cohabitation,1,12,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,cohabit,cohabit,cohabit
coherence,2,9,1.1681431022025922e-06,19.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,coher,coher,coh
coherent,3,8,1.7522146533038884e-06,19.122389047645488,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,coher,coher,coh
cohesion,25,8,1.4601788777532403e-05,16.06349535859192,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,cohes,cohes,coher
cohesive,2,8,1.1681431022025922e-06,19.707351548366642,ADJ,ADJ,1,{'ADJ'},1,{'ADJ'},0,cohes,cohes,coher
cohesiveness,4,12,2.3362862044051845e-06,18.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,cohes,cohes,coher
coin,8,4,4.672572408810369e-06,17.707351548366642,VERB,VERB,2,"{'VERB', 'NOUN'}",2,"{'VERB', 'NOUN'}",0,coin,coin,coin
coinage,4,7,2.3362862044051845e-06,18.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,coinag,coinag,coin
coincide,9,8,5.256643959911665e-06,17.53742654692433,VERB,VERB,2,"{'VERB', 'NOUN'}",2,"{'VERB', 'NOUN'}",0,coincid,coincid,coincid
coincidence,2,11,1.1681431022025922e-06,19.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,coincid,coincid,coincid
coincident,1,10,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,coincid,coincid,coincid
coincides,3,9,1.7522146533038884e-06,19.122389047645488,NOUN,NOUN,2,"{'VERB', 'NOUN'}",2,"{'VERB', 'NOUN'}",0,coincid,coincid,coincid
coincidir,1,9,5.840715511012961e-07,20.707351548366642,VERB,VERB,1,{'VERB'},1,{'VERB'},0,coincidir,coincidir,coincidir
coining,2,7,1.1681431022025922e-06,19.707351548366642,NOUN,NOUN,2,"{'VERB', 'NOUN'}",2,"{'VERB', 'NOUN'}",0,coin,coin,coin
coins,10,5,5.840715511012961e-06,17.38542345347928,NOUN,NOUN,2,"{'VERB', 'NOUN'}",2,"{'VERB', 'NOUN'}",0,coin,coin,coin
col,1,3,5.840715511012961e-07,20.707351548366642,ADJ,ADJ,1,{'ADJ'},1,{'ADJ'},0,col,col,col
colectividades,1,14,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,colectividad,colectividad,colectividad
colegiación,3,11,1.7522146533038884e-06,19.122389047645488,NOUN,NOUN,2,"{'VERB', 'NOUN'}",2,"{'VERB', 'NOUN'}",0,colegiación,colegiación,colegiación
colegiado,2,9,1.1681431022025922e-06,19.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,colegiado,colegiado,colegiado
colegiados,2,10,1.1681431022025922e-06,19.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,colegiado,colegiado,colegiado
colegio,4,7,2.3362862044051845e-06,18.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,colegio,colegio,colegio
colegios,1,8,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,colegio,colegio,colegio
colima,1,6,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,colima,colima,colim
collaborate,16,11,9.345144817620738e-06,16.707351548366642,VERB,VERB,1,{'VERB'},1,{'VERB'},0,collabor,collabor,collab
collaboration,31,13,1.810621808414018e-05,15.753155237979767,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,collabor,collabor,collab
collaborative,2,13,1.1681431022025922e-06,19.707351548366642,ADJ,ADJ,1,{'ADJ'},1,{'ADJ'},0,collabor,collabor,collab
collaborator,1,12,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,collabor,collabor,collab
collaborators,9,13,5.256643959911665e-06,17.53742654692433,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,collabor,collabor,collab
collapse,2,8,1.1681431022025922e-06,19.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,collaps,collaps,collaps
collateral,3,10,1.7522146533038884e-06,19.122389047645488,ADJ,ADJ,2,"{'ADJ', 'NOUN'}",2,"{'ADJ', 'NOUN'}",0,collater,collater,col
colleagues,1,10,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,colleagu,colleagu,colleagu
collect,36,7,2.102657583964666e-05,15.53742654692433,VERB,VERB,3,"{'VERB', 'ADJ', 'NOUN'}",3,"{'VERB', 'ADJ', 'NOUN'}",0,collect,collect,collect
collected,66,9,3.8548722372685545e-05,14.66295742900819,VERB,VERB,2,"{'VERB', 'ADJ'}",2,"{'VERB', 'ADJ'}",0,collect,collect,collect
collecting,18,10,1.051328791982333e-05,16.53742654692433,VERB,VERB,2,"{'VERB', 'NOUN'}",2,"{'VERB', 'NOUN'}",0,collect,collect,collect
collection,93,10,5.431865425242054e-05,14.168192737258611,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,collect,collect,collect
collections,11,11,6.424787062114257e-06,17.247919929729346,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,collect,collect,collect
collective,266,10,0.00015536303259294478,12.652069112865453,ADJ,ADJ,3,"{'VERB', 'ADJ', 'NOUN'}",3,"{'VERB', 'ADJ', 'NOUN'}",0,collect,collect,collect
collectively,84,12,4.9062010292508876e-05,14.315034125587882,ADV,ADV,1,{'ADV'},1,{'ADV'},0,collect,collect,collect
collectives,22,11,1.2849574124228514e-05,16.247919929729346,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,collect,collect,collect
collectivism,1,12,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,collectiv,collectiv,collect
collectivist,1,12,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,collectivist,collectivist,collect
collectivities,212,14,0.00012382316883347477,12.979431093803443,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,collect,collect,collect
collectivity,16,12,9.345144817620738e-06,16.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,collect,collect,collect
collector,1,9,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,collector,collector,collect
collects,1,8,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,collect,collect,collect
college,38,7,2.219471894184925e-05,15.459424034923057,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,colleg,colleg,colleg
colleges,19,8,1.1097359470924626e-05,16.459424034923057,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,colleg,colleg,colleg
collegial,12,9,7.008858613215553e-06,17.122389047645488,ADJ,ADJ,1,{'ADJ'},1,{'ADJ'},0,collegi,collegi,colleg
collegially,2,11,1.1681431022025922e-06,19.707351548366642,ADV,ADV,1,{'ADV'},1,{'ADV'},0,collegi,collegi,colleg
collegians,1,10,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,collegian,collegian,colleg
collegiate,31,10,1.810621808414018e-05,15.753155237979767,NOUN,NOUN,2,"{'ADJ', 'NOUN'}",2,"{'ADJ', 'NOUN'}",0,collegi,collegi,collegy
collegium,2,9,1.1681431022025922e-06,19.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,collegium,collegium,colleg
collines,2,8,1.1681431022025922e-06,19.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,collin,collin,collin
collusion,1,9,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,collus,collus,collud
collusively,1,11,5.840715511012961e-07,20.707351548366642,ADV,ADV,1,{'ADV'},1,{'ADV'},0,collus,collus,collud
colombia,25,8,1.4601788777532403e-05,16.06349535859192,NOUN,NOUN,2,"{'ADJ', 'NOUN'}",2,"{'ADJ', 'NOUN'}",0,colombia,colombia,colomb
colombian,26,9,1.5185860328633698e-05,16.00691183022555,ADJ,ADJ,1,{'ADJ'},1,{'ADJ'},0,colombian,colombian,colomb
colombians,5,10,2.9203577555064806e-06,18.38542345347928,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,colombian,colombian,colomb
colombo,4,7,2.3362862044051845e-06,18.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,colombo,colombo,colombo
colonel,4,7,2.3362862044051845e-06,18.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,colonel,colonel,colonel
colonels,4,8,2.3362862044051845e-06,18.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,colonel,colonel,colonel
colonial,15,8,8.761073266519441e-06,16.800460952758122,ADJ,ADJ,2,"{'ADJ', 'NOUN'}",2,"{'ADJ', 'NOUN'}",0,coloni,coloni,colon
colonialism,12,11,7.008858613215553e-06,17.122389047645488,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,coloni,coloni,colon
colonialist,1,11,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,colonialist,colonialist,colon
colonialists,1,12,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,colonialist,colonialist,colon
colonies,12,8,7.008858613215553e-06,17.122389047645488,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,coloni,coloni,colony
colonisation,1,12,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,colonis,colonis,colon
colonization,5,12,2.9203577555064806e-06,18.38542345347928,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,colon,colon,colon
colony,22,6,1.2849574124228514e-05,16.247919929729346,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,coloni,coloni,colony
color,36,5,2.102657583964666e-05,15.53742654692433,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,color,color,col
colored,1,7,5.840715511012961e-07,20.707351548366642,VERB,VERB,1,{'VERB'},1,{'VERB'},0,color,color,col
colors,17,6,9.929216368722034e-06,16.619888707116303,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,color,color,col
colour,46,6,2.686729135065962e-05,15.18378959230963,NOUN,NOUN,2,"{'VERB', 'NOUN'}",2,"{'VERB', 'NOUN'}",0,colour,colour,colo
colourably,1,10,5.840715511012961e-07,20.707351548366642,ADV,ADV,1,{'ADV'},1,{'ADV'},0,colour,colour,colo
coloured,1,8,5.840715511012961e-07,20.707351548366642,VERB,VERB,1,{'VERB'},1,{'VERB'},0,colour,colour,colo
coloureds,1,9,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,colour,colour,colo
colours,9,7,5.256643959911665e-06,17.53742654692433,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,colour,colour,colo
columbia,5,8,2.9203577555064806e-06,18.38542345347928,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,columbia,columbia,columb
column,122,6,7.125672923435813e-05,13.776614210803755,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,column,column,column
columnists,1,10,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,columnist,columnist,column
comanagement,1,12,5.840715511012961e-07,20.707351548366642,ADJ,ADJ,1,{'ADJ'},1,{'ADJ'},0,comanag,comanag,com
comandante,1,10,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,comandant,comandant,comand
comayaguela,2,11,1.1681431022025922e-06,19.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,comayaguela,comayaguela,comayaguel
combat,45,6,2.6283219799558324e-05,15.215498452036968,VERB,VERB,2,"{'VERB', 'NOUN'}",2,"{'VERB', 'NOUN'}",0,combat,combat,comb
combatants,24,10,1.4017717226431107e-05,16.122389047645488,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,combat,combat,comb
combatantssupplied,1,18,5.840715511012961e-07,20.707351548366642,ADJ,ADJ,1,{'ADJ'},1,{'ADJ'},0,combatantssuppli,combatantssuppli,combatantssupply
combating,3,9,1.7522146533038884e-06,19.122389047645488,VERB,VERB,2,"{'VERB', 'NOUN'}",2,"{'VERB', 'NOUN'}",0,combat,combat,comb
combative,1,9,5.840715511012961e-07,20.707351548366642,ADJ,ADJ,1,{'ADJ'},1,{'ADJ'},0,comb,combat,comb
combativity,1,11,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,comb,combat,comb
combatreadiness,1,15,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,combatreadi,combatreadi,combatready
combats,2,7,1.1681431022025922e-06,19.707351548366642,ADJ,ADJ,2,"{'VERB', 'ADJ'}",2,"{'VERB', 'ADJ'}",0,combat,combat,comb
combatting,1,10,5.840715511012961e-07,20.707351548366642,VERB,VERB,1,{'VERB'},1,{'VERB'},0,combat,combat,combat
combination,9,11,5.256643959911665e-06,17.53742654692433,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,combin,combin,combin
combinations,4,12,2.3362862044051845e-06,18.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,combin,combin,combin
combine,21,7,1.2265502573127219e-05,16.315034125587882,VERB,VERB,3,"{'VERB', 'ADJ', 'NOUN'}",3,"{'VERB', 'ADJ', 'NOUN'}",0,combin,combin,combin
combined,18,8,1.051328791982333e-05,16.53742654692433,VERB,VERB,3,"{'VERB', 'ADJ', 'NOUN'}",3,"{'VERB', 'ADJ', 'NOUN'}",0,combin,combin,combin
combines,1,8,5.840715511012961e-07,20.707351548366642,VERB,VERB,1,{'VERB'},1,{'VERB'},0,combin,combin,combin
combining,5,9,2.9203577555064806e-06,18.38542345347928,VERB,VERB,1,{'VERB'},1,{'VERB'},0,combin,combin,combin
combustibles,1,12,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,combust,combust,combust
come,229,4,0.0001337523852021968,12.868147760269698,VERB,VERB,2,"{'VERB', 'NOUN'}",2,"{'VERB', 'NOUN'}",0,come,come,com
comerciantes,1,12,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,comerciant,comerciant,comercy
comers,2,6,1.1681431022025922e-06,19.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,comer,comer,com
comes,88,5,5.1398296496914055e-05,14.247919929729346,VERB,VERB,1,{'VERB'},1,{'VERB'},0,come,come,com
cometido,1,8,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,cometido,cometido,cometido
comfort,7,7,4.088500857709072e-06,17.89999662630904,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,comfort,comfort,comfort
comfortable,5,11,2.9203577555064806e-06,18.38542345347928,ADJ,ADJ,1,{'ADJ'},1,{'ADJ'},0,comfort,comfort,comfort
comicios,2,8,1.1681431022025922e-06,19.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,comicio,comicio,comicio
coming,204,6,0.00011915059642466441,13.034926206395147,VERB,VERB,3,"{'VERB', 'ADJ', 'NOUN'}",3,"{'VERB', 'ADJ', 'NOUN'}",0,come,come,com
comingofage,1,11,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,comingofag,comingofag,comingof
comisarías,1,10,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,comisaría,comisaría,comisaría
comision,1,8,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,comis,comis,comid
comisionado,1,11,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,comisionado,comisionado,comisionado
comisión,3,8,1.7522146533038884e-06,19.122389047645488,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,comisión,comisión,comisión
comission,2,9,1.1681431022025922e-06,19.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,comiss,comiss,comit
comity,1,6,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,comiti,comiti,com
comité,2,6,1.1681431022025922e-06,19.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,comité,comité,comité
comma,1,5,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,comma,comma,comm
command,105,7,6.132751286563609e-05,13.99310603070052,NOUN,NOUN,2,"{'VERB', 'NOUN'}",2,"{'VERB', 'NOUN'}",0,command,command,command
commandant,2,10,1.1681431022025922e-06,19.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,command,command,command
commandants,1,11,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,command,command,command
commanded,2,9,1.1681431022025922e-06,19.707351548366642,VERB,VERB,1,{'VERB'},1,{'VERB'},0,command,command,command
commander,51,9,2.9787649106166103e-05,15.034926206395147,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,command,command,command
commandergeneral,1,16,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,commandergener,commandergener,commanderg
commanderinchief,44,16,2.5699148248457027e-05,15.247919929729346,NOUN,NOUN,2,"{'ADJ', 'NOUN'}",2,"{'ADJ', 'NOUN'}",0,commanderinchief,commanderinchief,commanderinchief
commanders,25,10,1.4601788777532403e-05,16.06349535859192,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,command,command,command
commandersinchief,3,17,1.7522146533038884e-06,19.122389047645488,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,commandersinchief,commandersinchief,commandersinchief
commandinchief,1,14,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,commandinchief,commandinchief,commandinchief
commanding,6,10,3.5044293066077767e-06,18.122389047645488,VERB,VERB,2,"{'VERB', 'NOUN'}",2,"{'VERB', 'NOUN'}",0,command,command,command
commandments,2,12,1.1681431022025922e-06,19.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,command,command,command
commands,16,8,9.345144817620738e-06,16.707351548366642,VERB,VERB,2,"{'VERB', 'NOUN'}",2,"{'VERB', 'NOUN'}",0,command,command,command
commemoration,2,13,1.1681431022025922e-06,19.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,commemor,commemor,commem
commemorations,3,14,1.7522146533038884e-06,19.122389047645488,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,commemor,commemor,commem
commence,32,8,1.8690289635241476e-05,15.707351548366642,VERB,VERB,2,"{'VERB', 'NOUN'}",2,"{'VERB', 'NOUN'}",0,commenc,commenc,com
commenced,40,9,2.3362862044051845e-05,15.38542345347928,VERB,VERB,2,"{'VERB', 'ADJ'}",2,"{'VERB', 'ADJ'}",0,commenc,commenc,com
commencement,256,12,0.0001495223170819318,12.707351548366642,NOUN,NOUN,2,"{'ADJ', 'NOUN'}",2,"{'ADJ', 'NOUN'}",0,commenc,commenc,com
commences,16,9,9.345144817620738e-06,16.707351548366642,NOUN,NOUN,2,"{'VERB', 'NOUN'}",2,"{'VERB', 'NOUN'}",0,commenc,commenc,com
commencing,54,10,3.153986375946999e-05,14.952464046203174,VERB,VERB,3,"{'VERB', 'ADJ', 'NOUN'}",3,"{'VERB', 'ADJ', 'NOUN'}",0,commenc,commenc,com
commendable,1,11,5.840715511012961e-07,20.707351548366642,ADJ,ADJ,1,{'ADJ'},1,{'ADJ'},0,commend,commend,commend
commendation,2,12,1.1681431022025922e-06,19.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,commend,commend,commend
commendations,1,13,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,commend,commend,commend
commends,2,8,1.1681431022025922e-06,19.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,commend,commend,commend
commensurate,12,12,7.008858613215553e-06,17.122389047645488,NOUN,NOUN,3,"{'VERB', 'ADJ', 'NOUN'}",3,"{'VERB', 'ADJ', 'NOUN'}",0,commensur,commensur,commens
comment,19,7,1.1097359470924626e-05,16.459424034923057,VERB,VERB,2,"{'VERB', 'NOUN'}",2,"{'VERB', 'NOUN'}",0,comment,comment,com
commentary,1,10,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,commentari,commentari,com
commenting,2,10,1.1681431022025922e-06,19.707351548366642,VERB,VERB,1,{'VERB'},1,{'VERB'},0,comment,comment,com
comments,13,8,7.592930164316849e-06,17.00691183022555,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,comment,comment,com
commerce,66,8,3.8548722372685545e-05,14.66295742900819,NOUN,NOUN,2,"{'VERB', 'NOUN'}",2,"{'VERB', 'NOUN'}",0,commerc,commerc,commerc
commercial,163,10,9.520366282951127e-05,13.358623394135565,ADJ,ADJ,2,"{'ADJ', 'NOUN'}",2,"{'ADJ', 'NOUN'}",0,commerci,commerci,commerc
commercialization,16,17,9.345144817620738e-06,16.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,commerci,commerci,commerc
commercials,1,11,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,commerci,commerci,commerc
commissaires,1,12,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,commissair,commissair,commissair
commissariat,4,12,2.3362862044051845e-06,18.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,commissariat,commissariat,commiss
commission,1549,10,0.0009047268326559077,10.110230119577073,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,commiss,commiss,commit
commissioned,4,12,2.3362862044051845e-06,18.707351548366642,VERB,VERB,1,{'VERB'},1,{'VERB'},0,commiss,commiss,commit
commissioner,138,12,8.060187405197886e-05,13.598827091588474,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,commission,commission,commit
commissionergeneral,5,19,2.9203577555064806e-06,18.38542345347928,NOUN,NOUN,2,"{'ADJ', 'NOUN'}",2,"{'ADJ', 'NOUN'}",0,commissionergener,commissionergener,commissionerg
commissioners,37,13,2.1610647390747955e-05,15.497898182737693,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,commission,commission,commit
commissioning,1,13,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,commiss,commiss,commit
commissionmembership,4,20,2.3362862044051845e-06,18.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,commissionmembership,commissionmembership,commissionmemb
commissions,260,11,0.00015185860328633698,12.684983735338188,NOUN,NOUN,2,"{'VERB', 'NOUN'}",2,"{'VERB', 'NOUN'}",0,commiss,commiss,commit
commit,42,6,2.4531005146254438e-05,15.315034125587882,VERB,VERB,2,"{'VERB', 'NOUN'}",2,"{'VERB', 'NOUN'}",0,commit,commit,commit
commitment,88,10,5.1398296496914055e-05,14.247919929729346,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,commit,commit,commit
commitments,38,11,2.219471894184925e-05,15.459424034923057,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,commit,commit,commit
commits,63,7,3.679650771938166e-05,14.730071624866726,NOUN,NOUN,2,"{'VERB', 'NOUN'}",2,"{'VERB', 'NOUN'}",0,commit,commit,commit
committal,2,9,1.1681431022025922e-06,19.707351548366642,NOUN,NOUN,2,"{'VERB', 'NOUN'}",2,"{'VERB', 'NOUN'}",0,committ,committ,commit
committed,422,9,0.00024647819456474697,11.986252359659458,VERB,VERB,3,"{'VERB', 'ADJ', 'NOUN'}",3,"{'VERB', 'ADJ', 'NOUN'}",0,commit,commit,commit
committee,1013,9,0.000591664481265613,10.722933089565505,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,committe,committe,commit
committeeads,1,12,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,committeead,committeead,committeead
committees,362,10,0.0002114339014986692,12.207505661283436,NOUN,NOUN,2,"{'VERB', 'NOUN'}",2,"{'VERB', 'NOUN'}",0,committe,committe,commit
committeesor,1,12,5.840715511012961e-07,20.707351548366642,ADJ,ADJ,1,{'ADJ'},1,{'ADJ'},0,committeesor,committeesor,committees
committeethe,1,12,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,committeeth,committeeth,committeeth
committing,55,10,3.2123935310571286e-05,14.925991834841984,VERB,VERB,2,"{'VERB', 'NOUN'}",2,"{'VERB', 'NOUN'}",0,commit,commit,commit
commodation,1,11,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,commod,commod,commod
commodities,2,11,1.1681431022025922e-06,19.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,commod,commod,commod
commodity,2,9,1.1681431022025922e-06,19.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,commod,commod,commod
common,334,6,0.0001950798980678329,12.32364725589259,ADJ,ADJ,2,"{'ADJ', 'NOUN'}",2,"{'ADJ', 'NOUN'}",0,common,common,common
commoners,1,9,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,common,common,common
commonlaw,4,9,2.3362862044051845e-06,18.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,commonlaw,commonlaw,commonlaw
commonly,6,8,3.5044293066077767e-06,18.122389047645488,ADV,ADV,1,{'ADV'},1,{'ADV'},0,commonli,common,common
commons,43,7,2.5115076697355734e-05,15.281086793664544,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,common,common,common
commonwealth,203,12,0.00011856652487356311,13.042015631181465,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,commonwealth,commonwealth,commonweal
commonwealths,2,13,1.1681431022025922e-06,19.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,commonwealth,commonwealth,commonwealth
commotion,10,9,5.840715511012961e-06,17.38542345347928,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,commot,commot,commot
commun,1,6,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,commun,commun,commun
communal,134,8,7.826558784757368e-05,13.64126235790887,ADJ,ADJ,2,"{'ADJ', 'NOUN'}",2,"{'ADJ', 'NOUN'}",0,commun,communal,commun
